User_ID,Job_ID,User_Skills,Job_Requirements,Match_Score,Recommended
33,336,"Java, C++, JavaScript, HTML","Python, CSS",0.0329543154352685,0
34,374,"Java, C++, CSS, Machine Learning, SQL","HTML, Machine Learning, Data Science, Java, Python",0.7754387897195195,0
35,242,"AI, HTML, C++, Python","Java, Machine Learning",0.3864231735570276,0
36,224,"AI, Data Science, SQL","CSS, AI, HTML, Data Science",0.554249948477468,0
37,472,"JavaScript, Java","Data Science, AI",0.3207846249665066,0
38,399,"HTML, Java, SQL, CSS, JavaScript","C++, HTML",0.6981532016717986,0
39,215,"Python, JavaScript, CSS","Java, CSS, Machine Learning, Python, JavaScript",0.06290897777914939,0
40,262,"Data Science, Java","HTML, SQL",0.3293582860241999,0
41,304,"Machine Learning, Java, SQL, CSS","C++, JavaScript, Machine Learning, HTML, CSS",0.1888889129865755,0
42,340,"CSS, SQL, Data Science, Java, HTML","Machine Learning, AI, SQL, CSS",0.14591977184944482,0
43,465,"AI, JavaScript, Python, CSS, C++","Data Science, C++, HTML, JavaScript, Python",0.19642338681800775,0
44,43,"Java, Python, CSS, SQL","HTML, C++, JavaScript, Machine Learning",0.831134677922029,1
45,423,"C++, Machine Learning, AI","SQL, HTML, CSS",0.34551981011164645,0
46,163,"SQL, JavaScript, Data Science","C++, JavaScript, AI, CSS",0.46268986749645136,0
47,361,"C++, HTML, Data Science","Java, SQL",0.3987346903485932,0
48,176,"C++, CSS, HTML, Machine Learning","JavaScript, HTML, C++, Data Science",0.6129954953765889,0
49,124,"Data Science, Python, C++, Java, Machine Learning","Java, JavaScript",0.5438041007049859,0
50,479,"SQL, C++","Python, CSS, C++, Machine Learning",0.781008868933109,0
51,9,"SQL, HTML","SQL, CSS, Machine Learning, Data Science, AI",0.9926634312264969,1
52,322,"Java, AI, C++","Data Science, JavaScript, HTML, Python",0.7868046346994725,0
53,453,"AI, CSS, Machine Learning, C++, SQL","SQL, JavaScript, Data Science, C++, Machine Learning",0.7718513127286151,0
54,352,"Java, SQL, C++, AI","JavaScript, AI, Data Science, Machine Learning, C++",0.044101871169711315,0
55,419,"AI, CSS, HTML","Java, C++, CSS, Data Science, Python",0.030939631265388012,0
56,105,"AI, Data Science, HTML, JavaScript","HTML, SQL, Machine Learning, Java, AI",0.24400032238820102,0
57,3,"C++, CSS, Java, Data Science","JavaScript, HTML, Data Science",0.45588418498040684,0
58,473,"Machine Learning, AI, C++","AI, Machine Learning, SQL",0.004383942107489158,0
59,497,"JavaScript, Python","AI, Python, Java",0.968007069507498,1
60,460,"SQL, JavaScript, Data Science","Data Science, CSS, Java",0.057177526010029456,0
61,61,"SQL, Machine Learning, Java","SQL, JavaScript",0.9052742226960482,1
62,292,"C++, SQL, JavaScript, Python","AI, Machine Learning",0.3588799887312516,0
63,218,"Java, HTML, CSS, JavaScript, AI","Python, SQL, AI",0.6128704151807511,0
64,270,"SQL, CSS, Python, JavaScript, Machine Learning","Machine Learning, SQL, Python, CSS",0.29774497608161843,0
65,5,"Data Science, Python","Machine Learning, JavaScript, Data Science",0.8974951002028512,1
66,298,"CSS, AI, C++","CSS, Java, JavaScript",0.1974815440752249,0
67,140,"SQL, AI","SQL, Data Science",0.6176148806350673,0
68,466,"Data Science, Python, CSS","Java, AI, C++, JavaScript",0.5545146375107243,0
69,264,"C++, AI, Python","JavaScript, Java, AI, CSS, Data Science",0.2594496809321255,0
70,419,"Java, AI, SQL, Machine Learning, HTML","JavaScript, SQL, Data Science",0.6303461643257333,0
71,401,"Data Science, Java, Python","Java, SQL, Data Science, Python, Machine Learning",0.7606723355495593,0
72,24,"Java, Data Science","CSS, HTML, Data Science",0.8161472182848567,1
73,48,"AI, C++, Python, Data Science","CSS, JavaScript, Data Science",0.6132857111999137,0
74,215,"Data Science, Python, HTML, CSS, SQL","C++, AI",0.17535051739532703,0
75,232,"Machine Learning, AI, SQL, C++, Java","Machine Learning, C++, SQL, HTML, JavaScript",0.4879930021819038,0
76,167,"HTML, C++, Java, JavaScript","JavaScript, Python, Data Science, AI, SQL",0.4680340755660841,0
77,136,"Machine Learning, AI","C++, AI, Python, Data Science, SQL",0.0173006947497768,0
78,465,"AI, Java, JavaScript, CSS","Python, AI, CSS",0.26416931653742437,0
79,496,"CSS, JavaScript, Machine Learning, Data Science","CSS, HTML, SQL, Java, Machine Learning",0.5186744952609409,0
80,224,"JavaScript, SQL","HTML, SQL, CSS",0.12044392753419464,0
81,319,"SQL, Machine Learning","Java, Machine Learning, SQL, JavaScript",0.3039061897573976,0
82,327,"SQL, Machine Learning, HTML","Machine Learning, Data Science",0.5754246941179456,0
83,15,"JavaScript, HTML, Data Science","CSS, Machine Learning, Java, SQL",0.09284610435775076,0
84,107,"Machine Learning, SQL, AI, Java","Python, Machine Learning, JavaScript",0.5575416392209439,0
85,149,"JavaScript, CSS","JavaScript, AI, Machine Learning",0.4259302396282577,0
86,373,"Java, JavaScript, AI, SQL","CSS, Python, Data Science, JavaScript",0.45616993391865224,0
87,426,"CSS, Data Science, SQL, Machine Learning","C++, Python, AI, Machine Learning, HTML",0.38511546975128985,0
88,254,"JavaScript, Machine Learning","JavaScript, Data Science, AI, Machine Learning, C++",0.4530971613610387,0
89,337,"AI, JavaScript, CSS, Java","HTML, CSS, Machine Learning",0.8873438929130227,1
90,47,"AI, Java, Python","CSS, Machine Learning, AI",0.25551492284388466,0
91,358,"AI, Machine Learning, Python","JavaScript, AI, Data Science, CSS, Machine Learning",0.889775883693672,1
92,67,"AI, JavaScript","Java, HTML, CSS, JavaScript, C++",0.7628503609006684,0
93,120,"C++, Machine Learning, CSS, SQL, JavaScript","CSS, Machine Learning, Python, JavaScript, C++",0.06036023598588869,0
94,18,"Java, SQL, JavaScript, CSS, C++","Python, AI, Data Science, JavaScript",0.9284560524872412,1
95,397,"CSS, JavaScript, Machine Learning, SQL, HTML","AI, SQL, HTML, JavaScript",0.1855870712921346,0
96,215,"JavaScript, Data Science, Java, Machine Learning, Python","Data Science, C++, Machine Learning, Java",0.10194186117391035,0
97,197,"HTML, Data Science, Python, C++","Python, Data Science, JavaScript, CSS, HTML",0.45983112017380423,0
98,393,"JavaScript, HTML, AI","HTML, Machine Learning, Java, Python",0.8366375664060073,1
99,357,"CSS, AI, C++, SQL","JavaScript, Data Science, C++, Python",0.23793794192218598,0
100,308,"AI, CSS","SQL, Machine Learning, Java, Data Science",0.07467318150022706,0
101,286,"SQL, AI, Machine Learning, CSS","Data Science, C++, Python",0.4378009256874371,0
102,28,"CSS, JavaScript, Java, HTML, Python","Python, HTML",0.2757119157930079,0
103,134,"SQL, Python, C++, Machine Learning, HTML","Python, CSS, Machine Learning, Data Science",0.059865922769224755,0
104,107,"CSS, Data Science","Data Science, AI, CSS",0.7296103591599518,0
105,453,"HTML, AI, Python, C++, CSS","AI, Java",0.343623582741741,0
106,489,"AI, JavaScript","HTML, AI",0.05887679788491029,0
107,458,"Python, AI, Data Science, CSS","Data Science, JavaScript",0.6427418586778214,0
108,388,"Java, Machine Learning, AI, Python","C++, CSS, Machine Learning, Data Science",0.25908791489421,0
109,13,"Java, Python, AI, CSS, JavaScript","AI, SQL",0.8102176514551644,1
110,262,"Data Science, CSS, AI, Machine Learning","AI, HTML, C++, JavaScript",0.11432209430168416,0
111,389,"C++, JavaScript, Machine Learning, HTML, Java","Python, CSS",0.34601957613319867,0
112,91,"AI, SQL, Java, Machine Learning","SQL, Java, CSS",0.19771646035779256,0
113,88,"Machine Learning, SQL, CSS, JavaScript","SQL, Java, Machine Learning, Data Science, JavaScript",0.38755561333824173,0
114,325,"HTML, SQL","Python, Java, Machine Learning, C++",0.016244052515138385,0
115,153,"Data Science, Python","C++, AI, CSS, Machine Learning, Data Science",0.3503966050308849,0
116,26,"Data Science, Java, HTML, AI","AI, Machine Learning",0.7826362405756284,0
117,266,"Data Science, CSS","C++, Machine Learning, Data Science",0.17440112497482496,0
118,456,"CSS, Python","HTML, Java",0.3004642753939001,0
119,184,"Machine Learning, SQL, HTML","CSS, HTML",0.7531637568868403,0
120,5,"C++, Machine Learning, Python, JavaScript","Machine Learning, Data Science",0.38472760294564323,0
121,94,"Python, C++","CSS, Python, SQL, Java",0.9810905757339491,1
122,85,"CSS, Python, C++","Data Science, AI, Java, Machine Learning, C++",0.8030466696039135,1
123,463,"AI, C++, Python, HTML, Machine Learning","Python, HTML, CSS",0.3654677638635072,0
124,46,"HTML, CSS","Java, JavaScript, C++, CSS",0.9279629940947367,1
125,269,"Python, SQL, Data Science","Machine Learning, C++, AI, SQL, Data Science",0.04937740005247393,0
126,257,"Data Science, SQL, C++","Data Science, Python, JavaScript, AI, HTML",0.2540118618060627,0
127,348,"JavaScript, SQL, Machine Learning","CSS, HTML, SQL, Python",0.1812456154404326,0
128,321,"Machine Learning, C++","C++, JavaScript, Python",0.6238024814067497,0
129,13,"SQL, Python, C++, Machine Learning, CSS","Data Science, C++, Java, HTML, Python",0.8444013664874671,1
130,113,"Machine Learning, SQL, C++","AI, Python, CSS, Java, Machine Learning",0.20250766713717072,0
131,280,"C++, JavaScript, Data Science, Python","Machine Learning, Python, C++, SQL, AI",0.708168554252366,0
132,359,"Data Science, HTML, JavaScript, AI","SQL, Python, Machine Learning, AI, CSS",0.02460215472850802,0
133,212,"C++, JavaScript, Machine Learning, CSS","SQL, AI, Machine Learning, C++",0.3964850342741286,0
134,211,"SQL, AI, CSS, Python","JavaScript, HTML, CSS",0.7856290410807671,0
135,311,"HTML, AI, JavaScript, Data Science, Python","HTML, Python, CSS, AI, Java",0.5839618594862619,0
136,29,"Data Science, Python, AI, C++, CSS","AI, Data Science, Java",0.8101594921020226,1
137,439,"Python, Machine Learning","Data Science, AI, SQL, HTML, Python",0.3959335589596997,0
138,377,"Python, HTML, JavaScript","AI, HTML, Machine Learning, SQL, Java",0.6267287106239539,0
139,58,"Data Science, Python, Machine Learning, SQL, Java","SQL, C++",0.13498086790102415,0
140,233,"HTML, CSS, Java, SQL","SQL, Data Science",0.08206113023753303,0
141,441,"SQL, Java, CSS, JavaScript, AI","JavaScript, CSS, C++",0.3367538853223363,0
142,68,"JavaScript, CSS, Python, Machine Learning","JavaScript, CSS",0.06070882382931575,0
143,320,"CSS, AI, HTML","CSS, Python, HTML, C++",0.08087565441529965,0
144,172,"Machine Learning, AI","JavaScript, SQL",0.6183768343772911,0
145,60,"Python, C++, CSS, Java","JavaScript, AI",0.7860167518020625,0
146,237,"JavaScript, Java, Data Science","CSS, Data Science",0.4204317283950568,0
147,252,"HTML, CSS, C++, Python","HTML, SQL, Java, C++",0.6516090776438971,0
148,99,"HTML, C++, JavaScript","CSS, C++",0.9892217882404646,1
149,453,"Data Science, Machine Learning","Java, HTML, Python, Machine Learning, AI",0.49969555077665084,0
150,485,"CSS, SQL, Machine Learning, HTML, Java","SQL, C++",0.05393740286777038,0
151,337,"JavaScript, C++, HTML, Machine Learning","Python, CSS, SQL, HTML",0.9636636351923429,1
152,160,"C++, AI, Machine Learning, SQL, JavaScript","Python, AI, Machine Learning",0.6738078329207865,0
153,159,"HTML, Python, C++, AI","Machine Learning, C++, SQL, AI, Data Science",0.6397331658089517,0
154,459,"HTML, SQL","C++, CSS",0.6719768956294636,0
155,378,"HTML, AI, SQL, Data Science","CSS, Java, Python",0.7260051662225827,0
156,155,"Python, Data Science, HTML","C++, Python, Machine Learning, Data Science",0.015359925241829497,0
157,404,"JavaScript, C++, Python, Java, AI","Python, C++, Machine Learning",0.6444388393603087,0
158,75,"Machine Learning, CSS, C++, HTML","Python, Java",0.5213636073008939,0
159,329,"SQL, Java, Machine Learning, C++, HTML","Machine Learning, Java, C++",0.9059122771926296,1
160,379,"C++, Python, HTML, Data Science","SQL, AI, JavaScript, HTML",0.4929042550822159,0
161,86,"CSS, Python, AI, JavaScript","Machine Learning, HTML, Python, Java, AI",0.21005702766709855,0
162,468,"JavaScript, CSS, SQL, Python","CSS, Java, C++, AI, Data Science",0.7057943062898258,0
163,15,"Python, SQL, C++, Machine Learning, AI","C++, Machine Learning",0.09102116108713065,0
164,160,"AI, JavaScript, Data Science, SQL, Java","C++, CSS",0.4359233026638867,0
165,24,"Data Science, Machine Learning","SQL, Machine Learning",0.11623979927653971,0
166,97,"Data Science, HTML, C++, SQL, CSS","SQL, CSS, Python, Java, Machine Learning",0.36947384005474737,0
167,258,"SQL, Data Science","CSS, HTML",0.3112892478272631,0
168,311,"SQL, Data Science, AI, Python, CSS","Python, JavaScript, CSS",0.29150974149838427,0
169,238,"Java, HTML, Python, C++","C++, Machine Learning, Data Science, Java",0.4914291641039745,0
170,385,"SQL, Machine Learning, Python","Python, Java, C++, HTML",0.5770573965446382,0
171,186,"SQL, AI","Python, C++, AI, Machine Learning, JavaScript",0.8695956643275646,1
172,103,"Machine Learning, CSS, C++, SQL, Python","Python, Data Science, Java, AI",0.43244860499217763,0
173,37,"C++, AI, Data Science","CSS, HTML, JavaScript",0.4079441225685607,0
174,53,"JavaScript, CSS, SQL","HTML, C++, Python",0.9249558816817278,1
175,369,"Machine Learning, HTML, C++","C++, AI, Data Science",0.27435115516644293,0
176,23,"Java, C++, SQL","CSS, Data Science",0.10345485442346991,0
177,291,"Java, C++, Machine Learning","Java, CSS",0.6527945496125251,0
178,292,"Machine Learning, Java, SQL","CSS, Python",0.8935751498114863,1
179,313,"SQL, Java, AI","SQL, HTML",0.8490636971516542,1
180,194,"CSS, Python, SQL, JavaScript, Machine Learning","HTML, Java, Machine Learning, Data Science, AI",0.7096634445990977,0
181,118,"Python, AI, Machine Learning, CSS","Machine Learning, CSS, JavaScript",0.5842541060555598,0
182,213,"Machine Learning, SQL, Python, HTML","CSS, Machine Learning, JavaScript, Java",0.4740218141195788,0
183,485,"JavaScript, Python","Java, SQL, JavaScript",0.8604073093947793,1
184,97,"Data Science, Java, AI","Java, Python, SQL, AI",0.4980943090280674,0
185,237,"HTML, CSS, AI, SQL","Python, HTML, JavaScript, Data Science",0.5770001933464869,0
186,314,"AI, SQL, Machine Learning, C++, Data Science","Machine Learning, Data Science, AI, Java",0.050750595553896716,0
187,432,"CSS, HTML, C++, Java, JavaScript","Data Science, C++, JavaScript, AI",0.1728555757472774,0
188,332,"Python, Machine Learning, C++, Data Science, CSS","Java, Data Science, Python",0.7504571153405097,0
189,437,"SQL, Machine Learning, Java, CSS, JavaScript","CSS, C++, Data Science",0.321738953414313,0
190,111,"Data Science, CSS","C++, CSS, Data Science, HTML, Java",0.9383676406673067,1
191,364,"HTML, Machine Learning, SQL, C++","Python, AI, SQL, HTML",0.9688659561399748,1
192,186,"Java, AI, HTML, SQL","CSS, SQL, Data Science, AI",0.3432234044110126,0
193,235,"JavaScript, SQL, HTML, CSS","CSS, AI, JavaScript",0.5964174297467679,0
194,475,"Machine Learning, JavaScript, SQL","HTML, Data Science, Java, Python",0.6436296926446597,0
195,468,"Data Science, Python","HTML, Data Science, JavaScript, SQL, Python",0.6793376280243066,0
196,326,"C++, Machine Learning, Data Science, SQL","AI, SQL, C++, Python",0.766294510024463,0
197,86,"SQL, Python","AI, CSS",0.018975592992372836,0
198,135,"CSS, JavaScript, Python, Machine Learning, SQL","C++, HTML, Python",0.505249813671789,0
199,496,"HTML, Java, C++","HTML, CSS, C++, Data Science, Java",0.39274088330635926,0
200,45,"Machine Learning, C++, AI, Python","AI, JavaScript, Java, Python, Machine Learning",0.5595553032729614,0
201,155,"Python, Machine Learning, CSS, SQL","Machine Learning, AI, Data Science, SQL, C++",0.02060323901772232,0
202,60,"C++, Data Science, Python, Java","Python, AI",0.05644777943519763,0
203,320,"CSS, HTML, Java, Data Science","AI, C++, SQL, CSS",0.8473325599590209,1
204,266,"Python, C++, SQL","Java, HTML",0.9381717144111001,1
205,159,"C++, Machine Learning, HTML","Machine Learning, Data Science, C++",0.38896214715572797,0
206,176,"C++, AI","HTML, C++",0.16197855546550421,0
207,42,"SQL, AI, HTML, Java, C++","CSS, Java",0.18663377239429724,0
208,11,"Machine Learning, Python, JavaScript, SQL, Data Science","HTML, CSS, AI",0.9921754481977159,1
209,143,"AI, JavaScript","CSS, JavaScript, C++, Python, Data Science",0.2963990795136988,0
210,120,"CSS, Java","Python, HTML, JavaScript, C++, Java",0.7756460115027821,0
211,127,"Python, Machine Learning, Data Science, JavaScript","HTML, SQL, AI",0.487727155942108,0
212,44,"Python, Data Science","C++, JavaScript, SQL",0.28213916523454674,0
213,193,"CSS, Python, HTML, Data Science, Machine Learning","Data Science, CSS",0.3191450292474294,0
214,480,"Python, AI, CSS, Machine Learning","Python, Data Science, SQL",0.9035772808617039,1
215,425,"SQL, C++, Machine Learning, Python","CSS, HTML, AI, Python, C++",0.34879534990689154,0
216,483,"JavaScript, SQL, C++, Machine Learning","AI, SQL, Java, Python, HTML",0.5415022607606507,0
217,99,"Data Science, C++, Java","C++, JavaScript, AI, HTML, Java",0.5464976796939994,0
218,123,"CSS, Data Science, Machine Learning, Java","SQL, JavaScript, AI, HTML",0.28103881535840947,0
219,402,"C++, CSS, JavaScript, AI, Machine Learning","JavaScript, Java",0.5262800488412922,0
220,115,"JavaScript, Java, CSS, Machine Learning, HTML","AI, HTML",0.3328093655128642,0
221,374,"Machine Learning, CSS","Java, JavaScript, HTML, CSS, SQL",0.5719414205948645,0
222,449,"CSS, C++, Data Science","C++, CSS, Machine Learning",0.8989000123513805,1
223,446,"Data Science, CSS, C++, Python, AI","CSS, HTML, SQL, Python",0.934311301679771,1
224,455,"Python, AI","Data Science, JavaScript, C++, Java, Python",0.8685871273892385,1
225,222,"Java, AI, HTML, Machine Learning","JavaScript, SQL, C++, CSS",0.35287658587517456,0
226,225,"AI, CSS","JavaScript, Java, Machine Learning",0.8744488029198936,1
227,48,"Data Science, AI, SQL, Machine Learning","Machine Learning, Java",0.7201096655346291,0
228,114,"Python, C++","Machine Learning, SQL, Python",0.12165132618689534,0
229,134,"Data Science, HTML, C++, CSS, Python","AI, Machine Learning, HTML",0.414816088913068,0
230,228,"Machine Learning, JavaScript","Python, CSS, Java",0.2556079962802955,0
231,483,"AI, C++, Data Science, HTML, JavaScript","AI, Python, Machine Learning",0.8488285985655776,1
232,178,"SQL, Machine Learning, Python, HTML, CSS","AI, Data Science, Java, JavaScript, C++",0.0015824379053444027,0
233,155,"C++, JavaScript, Java, CSS","JavaScript, HTML, Machine Learning",0.6518663264378333,0
234,40,"Python, HTML, C++, AI","HTML, CSS, AI",0.2996318539272492,0
235,152,"Machine Learning, Python, CSS","JavaScript, Machine Learning, HTML, Data Science",0.3103497140944329,0
236,292,"CSS, SQL","Machine Learning, C++, SQL, Data Science, Java",0.6866951105340721,0
237,470,"HTML, Python, AI","HTML, AI",0.011899134545944712,0
238,28,"SQL, Data Science, Machine Learning, CSS, C++","Data Science, Machine Learning",0.35554058646452347,0
239,15,"Machine Learning, Data Science","CSS, AI",0.05388338068630627,0
240,434,"Machine Learning, Python","Data Science, CSS, C++, Python, SQL",0.3787254703071312,0
241,349,"Machine Learning, HTML, JavaScript, Data Science","Python, HTML",0.6972075124366044,0
242,473,"Python, Data Science, AI","HTML, C++, Machine Learning, Java",0.4202040354157275,0
243,138,"AI, Java","C++, SQL, Python, CSS",0.5672809877828248,0
244,334,"Java, Data Science, SQL","C++, Java",0.428643918550207,0
245,251,"Machine Learning, HTML","Java, HTML, Python",0.15272132630821278,0
246,57,"Data Science, CSS, SQL","Python, SQL, JavaScript, Java",0.3379459612786777,0
247,426,"Data Science, HTML, Java, CSS","SQL, JavaScript",0.17999463959655904,0
248,173,"JavaScript, CSS","Python, JavaScript, CSS",0.7812255754778469,0
249,17,"Data Science, CSS","CSS, HTML",0.9239788072259452,1
250,97,"Java, C++, SQL","C++, AI, HTML, SQL, Data Science",0.9415111001486598,1
251,189,"JavaScript, CSS, Python, HTML, C++","Machine Learning, HTML",0.8411730025143141,1
252,128,"AI, JavaScript, Python, Data Science, HTML","C++, AI, Python",0.3639375266201347,0
253,364,"Data Science, C++","C++, Machine Learning",0.460249486683886,0
254,427,"JavaScript, C++, Java, Machine Learning","SQL, CSS, HTML",0.43274767010128856,0
255,18,"C++, JavaScript, Data Science, SQL","Java, SQL, AI, C++, CSS",0.37882779036349823,0
256,258,"Machine Learning, SQL","Java, CSS",0.29162499920890894,0
257,309,"Data Science, Python, CSS, C++, AI","C++, SQL",0.007962142634082015,0
258,189,"HTML, CSS","Machine Learning, SQL, Data Science, Python",0.5742845323768686,0
259,97,"Java, Machine Learning, AI, Data Science","HTML, Python, Java, Machine Learning, CSS",0.5902282764773348,0
260,337,"SQL, Java","JavaScript, CSS, C++",0.6476093529406507,0
261,21,"JavaScript, C++, CSS, HTML, Java","CSS, JavaScript, AI, Java",0.6455261711220448,0
262,466,"Java, JavaScript, AI","Python, C++, Java",0.4401662129238434,0
263,434,"AI, Java, C++","Java, Python",0.00023523458285190646,0
264,455,"HTML, JavaScript, SQL","Python, C++, AI, Machine Learning",0.1865488009041102,0
265,90,"C++, Machine Learning, Java, HTML, AI","JavaScript, C++",0.7786492732112342,0
266,40,"Machine Learning, HTML, Python, AI, C++","CSS, Data Science",0.9437885980549154,1
267,460,"Machine Learning, CSS, HTML, C++","Python, AI, SQL, Java, Machine Learning",0.4036038476531786,0
268,5,"Machine Learning, HTML, C++, Java","Java, CSS, Python, JavaScript",0.9844233916265144,1
269,201,"AI, SQL, C++, Java","Data Science, HTML",0.026749141854997327,0
270,405,"Machine Learning, CSS, Python, HTML, C++","SQL, HTML",0.4241756090321257,0
271,450,"Data Science, HTML, Java, Python, SQL","SQL, CSS, C++, Machine Learning",0.5604307960686941,0
272,387,"Data Science, Java","Python, SQL, Data Science",0.31707461660875114,0
273,302,"JavaScript, Machine Learning, CSS, SQL","CSS, JavaScript, Java",0.14998239537490088,0
274,312,"Python, CSS, Machine Learning, Data Science","Java, Python, AI",0.49574898659741673,0
275,449,"Java, Machine Learning","SQL, JavaScript, Machine Learning, C++, HTML",0.852247730575385,1
276,327,"Machine Learning, CSS, AI, Python, SQL","CSS, Data Science",0.3071286815852545,0
277,108,"Data Science, C++","Python, Java, Machine Learning, Data Science, JavaScript",0.13394868567264862,0
278,191,"Machine Learning, HTML, Java, CSS","Machine Learning, C++, Java, AI, CSS",0.7444440808183949,0
279,393,"HTML, SQL","Data Science, JavaScript",0.3556830478706128,0
280,111,"Data Science, SQL, JavaScript","Python, SQL",0.40067725232912466,0
281,65,"SQL, HTML, JavaScript","HTML, Data Science",0.3785451429293558,0
282,218,"JavaScript, Data Science, AI, Java","Data Science, HTML, C++",0.16327717580934853,0
283,221,"AI, Python, Machine Learning, HTML","HTML, CSS, SQL",0.40595263297680206,0
284,250,"Python, AI, C++, CSS, Machine Learning","C++, Machine Learning, SQL, JavaScript",0.6111530756652118,0
285,434,"SQL, Machine Learning","HTML, Machine Learning, JavaScript, CSS",0.9062821934625243,1
286,364,"C++, Java, Python","Python, CSS, C++",0.6767793074912554,0
287,78,"AI, Data Science, Machine Learning","JavaScript, Java, CSS",0.9471468036259644,1
288,238,"Data Science, CSS","AI, Python, JavaScript, HTML, Data Science",0.4501633976149927,0
289,453,"CSS, Python","C++, CSS, Python, AI",0.6952265886167038,0
290,186,"JavaScript, Data Science","Machine Learning, AI",0.7063474321122708,0
291,9,"Machine Learning, HTML, CSS","Java, C++, CSS, AI, HTML",0.9097145092164133,1
292,326,"HTML, CSS, JavaScript, Python","Python, Java, CSS, AI, HTML",0.47806616358294907,0
293,143,"SQL, Python, AI, Data Science","HTML, AI, Java, CSS",0.8706478419742619,1
294,209,"CSS, HTML, C++","Python, CSS, HTML, JavaScript",0.0994344626349345,0
295,476,"Machine Learning, C++, JavaScript","CSS, AI, C++, Data Science",0.40254384568681245,0
296,486,"JavaScript, Machine Learning, Python, CSS","Python, Java, AI",0.15134904580764708,0
297,302,"CSS, JavaScript, Java, HTML","Machine Learning, JavaScript, Data Science",0.9069060815502167,1
298,359,"HTML, C++","Data Science, CSS, Machine Learning",0.40541207523675615,0
299,419,"Data Science, JavaScript, Java, Python","Machine Learning, Python, C++, Java, AI",0.8707536463048111,1
300,261,"Python, Machine Learning, Data Science, C++, Java","Machine Learning, C++, AI, Java, Python",0.6806198286132861,0
301,249,"C++, CSS, Data Science","Machine Learning, Java, Python, JavaScript, CSS",0.8612604469020212,1
302,318,"C++, Machine Learning, Data Science, Python","SQL, C++, AI, JavaScript, Python",0.040513052593333154,0
303,175,"HTML, Java, SQL, CSS","Machine Learning, CSS, JavaScript",0.8074201469652403,1
304,101,"AI, JavaScript, HTML","Machine Learning, C++, AI",0.23867193752880633,0
305,258,"C++, Machine Learning, Python, Data Science","Java, HTML, SQL, Python",0.21875506059682726,0
306,230,"SQL, Java, JavaScript, CSS","AI, Python, HTML, Java, C++",0.348587788568841,0
307,154,"CSS, Python, Machine Learning, JavaScript, Data Science","Data Science, HTML, AI, SQL",0.40430149351041555,0
